<before>	287 223 349 317 178 170 401 185 283 255 323 242 381 302 354 94 204 397 93 413 3 281 37 95 58 395 47 361 103 393 42 358 342 327 237 415 216 31 427 319 1 365 152 200 89 45 188 68 142 312 143 225 44 62 367 338 201 261 260 414 266 438 114 340 84 228 134 171 215 41 391 325 210 396 169 245 18 10 273 87 4 50 398 339 337 440 428 241 236 57 406 309 72 8 144 64 353 138 181 46 195 336 126 290 67 356 146 157 135 231 362 407 403 70 264 366 98 19 123 270 121 374 297 233 392 219 196 435 69 385 90 5 268 179 372 111 163 421 137 295 150 132 15 211 154 43 49 249 217 20 310 116 56 140 422 232 59 269 109 285 375 364 16 148 298 74 274 296 26 187 333 318 250 102 158 81 227 262 112 286 85 105 115 6 256 38 164 78 436 190 437 341 35 314 76 313 328 177 373 25 191 400 359 382 331 213 351 33 234 88 202 77 13 322 244 128 292 40 36 147 136 120 412 106 370 63 51 402 117 303 11 214 418 24 243 159 124 21 277 79 330 332 66 410 97 263 176 307 226 149 352 350 254 86 441 28 386 304 377 300 209 432 334 30 378 80 279 139 420 326 246 308 92 424 434 145 113 60 384 39 104 276 238 218 320 311 417 207 162 430 284 160 289 9 183 360 275 52 383 99 442 167 55 129 443 278 425 14 203 394 357 371 73 379 130 229 222 32 423 306 141 343 235 257 61 23 252 409 247 127 248 315 388 180 419 110 416 34 186 387 100 346 251 82 205 12 155 75 165 54 221 316 369 305 7 125 220 189 408 347 194 53 27 212 122 291 184 293 344 329 405 288 101 173 411 83 431 280 166 368 380 399 17 253 390 91 175 258 108 96 389 259 208 156 199 404 282 197 151 131 376 426 161 182 439 22 206 118 294 29 172 119 198 48 239 224 230 433 299 240 265 71 321 301 174 348 193 133 271 65 324 2 192 363 272 335 267 345 168 153 107 355 429 
debug:Remaining 2opt times:	4415
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4414
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4413
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4412
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4411
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4410
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4409
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4408
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4407
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4406
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4405
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4404
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4403
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4402
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4401
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4400
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4399
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4398
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4397
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4396
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4395
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4394
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4393
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4392
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4391
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4390
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4389
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4388
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4387
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4386
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4385
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4384
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4383
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4382
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4381
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4380
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4379
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4378
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4377
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4376
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4375
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4374
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4373
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4372
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4371
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4370
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4369
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4368
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4367
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4366
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4365
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4364
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4363
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4362
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4361
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4360
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4359
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4358
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4357
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4356
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4355
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4354
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4353
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4352
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4351
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4350
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4349
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4348
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4347
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4346
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4345
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4344
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4343
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4342
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4341
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4340
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4339
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4338
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4337
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4336
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4335
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4334
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4333
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4332
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4331
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4330
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4329
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4328
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4327
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4326
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4325
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4324
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4323
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4322
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4321
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4320
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4319
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4318
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4317
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4316
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4315
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4314
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4313
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4312
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4311
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4310
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4309
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4308
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4307
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4306
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4305
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4304
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4303
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4302
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4301
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4300
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4299
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4298
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4297
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4296
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4295
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4294
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4293
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4292
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4291
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4290
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4289
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4288
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4287
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4286
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4285
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4284
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4283
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4282
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4281
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4280
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4279
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4278
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4277
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4276
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4275
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4274
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4273
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4272
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4271
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4270
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4269
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4268
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4267
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4266
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4265
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4264
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4263
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4262
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4261
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4260
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4259
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4258
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4257
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4256
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4255
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4254
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4253
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4252
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4251
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4250
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4249
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4248
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4247
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4246
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4245
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4244
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4243
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4242
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4241
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4240
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4239
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4238
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4237
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4236
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4235
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4234
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4233
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4232
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4231
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4230
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4229
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4228
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4227
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4226
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4225
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4224
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4223
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4222
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4221
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4220
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4219
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4218
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4217
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4216
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4215
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4214
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4213
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4212
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4211
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4210
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4209
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4208
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4207
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4206
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4205
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4204
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4203
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4202
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4201
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4200
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4199
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4198
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4197
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4196
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4195
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4194
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4193
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4192
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4191
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4190
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4189
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4188
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4187
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4186
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4185
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4184
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4183
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4182
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4181
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4180
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4179
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4178
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4177
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4176
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4175
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4174
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4173
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4172
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4171
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4170
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4169
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4168
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4167
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4166
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4165
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4164
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4163
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4162
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4161
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4160
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4159
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4158
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4157
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	4156
